eps,min_samples,n_clusters,silhouette_score,calinski_harabasz_score,davies_bouldin_score,rank
2.7838134763492803,14,2,0.2293698795539214,34.413683527139476,3.144063486918384,79
2.88381347634928,19,2,0.23533804534706923,33.50957685740363,3.1776588389343154,80
2.38381347634928,9,2,0.15932156214075496,26.897596561562153,3.1782607442805735,81
2.38381347634928,8,2,0.1678944682247104,28.33385442254968,3.199391433934261,82
2.58381347634928,13,2,0.2040713586148188,32.66627733528207,3.2027898081130655,83
2.58381347634928,12,2,0.21044460972751222,34.01221099601088,3.2030427996347233,84
2.58381347634928,10,2,0.21199057733148635,34.32396365317588,3.2658288104425828,85
2.58381347634928,11,2,0.21199057733148635,34.32396365317588,3.2658288104425828,86
2.18381347634928,6,2,0.13311381830015978,25.13916527796368,3.26612549477106,87
2.2838134763492794,8,2,0.1422553068954633,25.670537326293573,3.2947229107763008,88
2.38381347634928,7,2,0.17704460797648397,29.541009736129023,3.2953150549727415,89
2.4838134763492796,11,2,0.19563124801395831,31.43360189147099,3.303832702913526,90
2.38381347634928,6,2,0.17840117691011134,29.53774190987806,3.3263867545110863,91
2.2838134763492794,7,2,0.14644511932308765,26.22427518861815,3.344879656553742,92
2.4838134763492796,10,2,0.19130745816423855,30.637734460502223,3.350951511218545,93
2.18381347634928,5,2,0.14049989254873116,25.84174480459746,3.3749061381133916,94
2.38381347634928,5,2,0.19586230805899926,30.424467426654314,3.3892964004571815,95
2.4838134763492796,8,2,0.19844978271993233,31.121153681902737,3.4354201362422647,96
2.2838134763492794,6,2,0.1648211482336991,27.97587458162712,3.4657312747063647,97
2.4838134763492796,9,2,0.1937970617796535,31.012045653194296,3.476617339725713,98
2.2838134763492794,5,2,0.17396434680498865,28.754477600279174,3.5902245673959965,99
